,country,description,points,price,variety
58240,US,"A first-class Cabernet, this is dry, richly tannic and mouthwateringly tart in acidity. It shows savory blackberry and cherry flavors, while the oak gives it an umami tang of smoke. Drink now-2016.",93,55.0,Cabernet Sauvignon
73175,US,"Fogarty's basic '05 Chard shows an exciting crispness and minerality that, good as it is, makes you long for the single-vineyard bottlings to come. There's an elegant angularity to the wine despite the succulent pineapples, kiwis and new oak, and a brisk acidity that makes it finish vibrantly clean.",90,28.0,Chardonnay
8093,US,"This wine has some good blackberry and oak flavors. But the strong, green hit of vegetable is distracting.",80,22.0,Petite Sirah
77327,US,"Absolutely easy to drink, a soft, silky wine with pleasantly ripe berry and cherry flavors. Has a rich Asian spiciness throughout, and is dry and balanced.",84,15.0,Zinfandel
16316,Italy,"This latest edition of Hekate opens with a bright amber-gold color and shows lively aromas of stone fruit, especially apricot, honey, caramel, almond paste and yellow rose. It tastes thick, sticky and deliciously sweet on the close.",92,30.0,White Blend
85763,US,"Power characterizes this Bordeaux blend, which is mainly Cabernet Sauvignon. It's strong in primary fruit, showcasing blackberries, black cherries, plums, carob and cola, and also strong in tannins, with a brisk, scoury mouthfeel. Add dryness, and you have a young, fresh wine of some charm and limited ageability. Now, with decanting, and through 2013.",90,50.0,Bordeaux-style Red Blend
30764,US,"This Zinfandel tastes and feels hot and Port-like. While some people enjoy this style, it feels a bit clumsy and overripe. Nonetheless, the blackberry, raisin and chocolate flavors are tasty.",82,32.0,Zinfandel
48422,US,"Fruity, soft and candied, this high alcohol wine has blackberry and cherry pie filling flavors, with a rustic texture. Cabernet Sauvignon, Syrah and a few other varieties.",84,40.0,Cabernet Blend
50292,Italy,"This delivers a very lively and plush quality of ripe blackberry, leather, tobacco, cola and cigar box. The mouthfeel is bold, soft and velvety. Keep this wine in your cellar for five years or more.",91,56.0,Nebbiolo
66157,US,"The opening is attractive, with mocha, raspberry and carob scents but it turns a bit tart in the mouth. Rustic tannins provide a backdrop for the char and vanilla flavors of the finish.",81,28.0,Dolcetto
100088,US,"Cherry, berry and herb flavors are buried inside bigtime tannins that numb the palate, in this dry, smoothly textured wine. It's questionable whether the wine has enough stuffing for the cellar.",87,48.0,Red Blend
42310,US,"A good Pinot that shows a fine coastal influence. Dry and silky, it displays flavors of ripe cherries, Dr. Pepper cola, red licorice and sandalwood, with a cinnamon and pepper flourish. Drink now.",88,25.0,Pinot Noir
22256,France,"Medium-intense scents of dark berries and black plum unfold in the bouquet of this wine, with soft hints of vanilla, toast and garrigue in the background. The mouthfeel is robust and gripping, with skin-driven fruit flavors and solid tannins that stay through the finish.",88,17.0,Rhône-style Red Blend
80335,France,"A big, fat wine that lives up to the popular image of Meursault. Perhaps it could do with a little more depth of flavor, but it's a ripe glassful of Chardonnay now.",89,80.0,Chardonnay
87698,Italy,"This is a genuine but simple interpretation of Barbera d'Asti Superiore with fresh fruit layers and vibrant tones of cherry, cranberry and pomegranate. This easy-pairing food wine boasts cleansing acidity, medium density and a polished finish.",87,18.0,Barbera
45568,US,"Pure Red Mountain Cabernet Sauvignon fruit brings sexy flavors of wild berry and cassis. This vintage has bright acids and fairly tamed tannins, and the fruit pops out with lovely cherry flavors. Maybe not as concentrated as some past vintages, but beautifully proportioned, accessible and still ageworthy over the medium term.",91,38.0,Cabernet Sauvignon
72017,US,"Parducci's '03 True Grit was a sensation. The '04 is a worthy successor. Dry, tannic and amazingly rich, it floods the mouth with blackberry, cherry, currant, leather, coffee, carob and peppery spice flavors that go on and on in the finish. Like any great young Petite Sirah, it will age for many years.",93,25.0,Petite Sirah
49498,Spain,"Perfectly nice, but ultimately basic in its approach. The nose is initally dry and woodsy, with plenty of balsam. Later on, the palate reveals a previously unseen black cherry element, while the finish is crisp and lean. Drink now.",85,11.0,Tempranillo
52578,Italy,"This full and generous red wine from Umbria is aged 18 months in casks, 18 months in small barrel and 18 months in the bottle before its release. All this to soften the notoriously hard tannins of the Sagrantino grape. That firm structure is still very apparent and the wine ends with cherry, spice, and bold, super-ripe raspberry.",89,55.0,Sagrantino
71680,US,"Mostly Cabernet Sauvignon, this Bordeaux blend is a nice wine for drinking now. It's very forward in blackberry, cherry and oak flavors, and finishes a little sweet.",86,30.0,Bordeaux-style Red Blend
47495,US,This pleasant effort is light and cherry-flavored. It shows little evidence of any barrel flavors despite aging in 100% French oak. The tannins stiffen up and give it a bit of backbone.,87,19.0,Pinot Noir
53407,US,"This is a classic California interpretation of a southern Rhône-style blend. It's a good wine, smooth and pleasant if not particularly complex, offering rich flavors of cherry, cherry liqueur, cola, mocha, bacon and white pepper. Drink now.",89,42.0,G-S-M
42781,US,"They held this Cab-Sangiovese blend back, but it's still awkward. It's clean and fruity, but way too sugary sweet for a dry table wine.",82,18.0,Cabernet Blend
6071,France,A certain creamy nuttiness is suggested on the nose. The sunniness of 2015 is expressed by a generous mirabelle ripeness. The body still is very slight and subtle and all about a graceful texture. There's a lovely touch of lemon freshness on the finish.,91,27.0,Sylvaner
65939,Italy,"This is a bright pink rosé with a full bouquet of berry and floral aromas but also a pungent point of chemical or solvent at the back that creates an awkward first impression. The wine is bright, firm and crisp on the palate.",82,11.0,Rosé
226,Italy,"Made from vineyards throughout the village of Serralunga d'Alba, this straightforward wine is still closed. It reveals black cherry, espresso, prune and subtle oak alongside a note of tire rubber. It's still extremely young, with aggressive tannins that dry out the finish.",88,49.0,Nebbiolo
56192,Italy,"An 80-20 blend of Cabernet Sauvignon and Syrah, this shows a pristine, polished bouquet that's composed of black fruit, rum cake, licorice, tobacco and spice. The ripe fruit and cassis notes on the finish add softness and heft. This is elegant and complex, especially in the mouth.",91,25.0,Red Blend
9341,France,"This wine comes from Gascony, where the Gascon and his famous beret are inseparable. This blend of mainly Gros Manseng has some herbal character but it also has yellow fruits, and a ripe edge of honey that softens and fills out the crisp green-fruit flavors. Drink now.",87,13.0,White Blend
93411,US,"Firehouse Red is Tamarack's bread-and-butter wine, and rightfully so. Though it's a mélange of Cabernet, Syrah, Merlot, Franc, Malbec and more, it pulls itself into focus with spicy, slightly high-toned fruit, bright and herbal. The mix of tart red fruit, nettles and wild herbs bring a lot of complexity to what is essentially a mutt wine.",88,20.0,Red Blend
3502,US,"This quite tart, young and spicy red pulls sharp and puckery cranberry fruit into focus. It's best enjoyed chilled, and would be a fine option for the base of a wine punch.",87,17.0,Dolcetto
89432,US,"Heavy and dull in the mouth. They seemed to have picked the darkest, ripest, softest, plummiest lots, and then plastered the wine with oak. Not bad for a Grenache, but lacks the vibrancy and lift you want from Pinot Noir.",84,42.0,Pinot Noir
51017,US,"Ripe, pure flavors of tropical fruits, Meyer lemons, limes and peaches mark this lovely Chardonnay. New French oak adds luscious notes of buttered toast. With crisp acidity and a clean, spicy finish, it's a beautiful Chard to drink now.",91,28.0,Chardonnay
24867,US,"Warm spice and oak tones accent fresh apples and lemons on this full-bodied Chardonnay. It's not subtle with a dense slick of caramel that extends along the midpalate, but a kick of lemon-lime acidity on the finish adds some levity.",86,25.0,Chardonnay
68496,France,"Ripe pink grapefruit flavors dominate this delicious wine. It has minerality as well as some richness, crispened by taut tannins and a citrus aftertaste.",90,15.0,Melon
49728,US,"Oddly sweet and medicinal, with sugary apricot and orange soda flavors and deficient acidity.",80,15.0,Viognier
64665,Spain,"More familiar and less unusual than prior vintages. This wine deals typical, upright lemon, lime and tropical fruit aromas backed by green apple and lemon-based flavors. With good acidity and an even keel, it is a solid, fresh, dry Albariño that should not disappoint. Imported by Grapes of Spain.",88,27.0,Albariño
41413,US,"Not one of the best Cabs from this venerable winery. Despite a cool vintage, there's a burnt edge to the blackberry pie filling flavors. Tasted in late 2007, the tannins are very astringent, and shut down the palate. Could show better after 2008.",85,38.0,Cabernet Sauvignon
13561,Italy,"The region of Lazio in central Italy is not well-known for its wines, but this well-priced 50-50 blend of Montepulciano and Merlot shows its enological potential. This is a rich and penetrating wine with loads of black fruit and spice.",87,13.0,Red Blend
